Subject,RT_Easy,APA_Easy,RT_medium,APA_medium,RT_diff,APA_diff,NMT_easy,NMT_medium,NMT_difficult,Training
12,0.35,0.41,0.51,0.96,0.37,1.56,0.6455,0.715925,0.692066667,notraining
12,0.3,0.58,0.56,0.71,0.69,1.29,0.76,0.766233333,0.711666667,notraining
12,0.38,0.75,0.4,0.87,0.56,1.02,0.75615,0.7001,0.72536,notraining
12,0.51,1.36,0.61,1.2,0.53,0.52,0.7848,0.755066667,0.73074,notraining
12,0.28,0.52,0.84,0.61,0.55,0.14,0.6656,0.708225,0.75,notraining
12,0.24,0.61,0.66,0.58,0.71,0.52,0.6655,0.7874,0.724633333,notraining
12,0.51,0.5,0.56,0.59,0.43,1.44,0.78075,0.7319,0.708,notraining
12,0.56,0.53,0.48,1.44,0.58,0.68,0.7558,0.767033333,0.74,notraining
7,0.26,0.45,0.78,0.52,2.34,0.25,0.6961,0.7456,0.715058333,notraining
7,0.24,0.52,0.52,0.46,0.4,0.55,0.6634,0.7036,0.695566667,notraining
7,0.39,0.58,0.51,0.5,0.51,3.52,0.7128,0.708425,0.70264,notraining
7,0.37,0.59,0.26,0.48,0.76,0.41,0.73125,0.6659,0.77512,notraining
7,0.26,0.49,0.46,0.52,0.27,0.69,0.6682,0.742775,0.71295,notraining
7,0.24,0.56,0.36,1.04,0.41,0.53,0.7448,0.784333333,0.752883333,notraining
7,0.3,0.76,1.07,2.01,0.27,0.64,0.7639,0.7239,0.68316,notraining
7,0.33,0.57,0.14,0.54,0.25,0.5,0.7319,0.75,0.75002,notraining
7,0.16,0.56,0.21,1.03,0.33,0.51,0.7346,0.748925,0.717166667,notraining
7,0.21,0.58,0.11,0.87,0.49,0.54,0.7324,0.731266667,0.68105,notraining
7,0.25,0.94,0.46,0.49,0.39,2.16,0.7659,0.715875,0.661,notraining
7,0.39,0.52,0.31,0.97,0.26,0.52,0.71405,0.702033333,0.7001,notraining
9,0.29,0.46,1.24,1.16,2.6,0.69,0.6688,0.711525,0.63945,notraining
9,0.24,0.43,0.3,1.52,3.16,0.58,0.9874,0.710766667,0.768333333,notraining
9,1.4,0.58,1.69,0.52,2.85,0.49,0.86545,0.950025,0.80766,notraining
9,0.74,0.41,1.62,0.47,2.58,0.45,0.6964,0.844333333,0.77972,notraining
9,0.4,0.33,0.52,1.98,2.25,0.77,0.6328,0.8094,0.761666667,notraining
9,0.12,0.54,1.94,0.26,1.73,0.57,1.002,0.7565,0.753333333,notraining
9,0.32,0.75,1.6,0.6,2.22,0.38,0.73185,0.796125,0.73916,notraining
9,0.55,0.4,1.57,0.65,0.37,0.39,0.70245,0.766766667,0.77608,notraining
9,0.18,0.47,2.48,0.54,2.68,0.52,0.7011,0.840925,0.75325,notraining
9,0.1,0.51,0.85,1.18,1.06,2.44,0.8667,0.7332,0.780716667,notraining
9,0.46,0.62,2.12,0.43,0.66,2.83,0.7352,0.817775,0.76,notraining
9,0.5,0.61,1.33,0.6,2.92,0.45,0.6888,0.724166667,0.7667,notraining
3,0.09,0.51,0.62,0.33,0,0.39,0.6607,0.5792375,0.589783333,Walking
3,0.01,0.38,0.11,0.52,0.2,0.42,0.5786,0.566166667,0.578,Walking
3,0.13,0.52,0.72,0.34,1.63,0.18,0.61705,0.5747,0.56548,Walking
3,0.66,0.54,0.13,0.52,0.27,1.34,0.56005,0.5668,0.57666,Walking
3,0.08,0.43,0.14,0.53,0.01,0.42,0.5675,0.5412,0.588933333,Walking
3,0,0.35,0.05,0.46,0,0.33,0.6339,0.577033333,0.57265,Walking
3,0.71,0.3,0.27,0.51,1.06,0.32,0.60015,0.5834,0.5761,Walking
3,0.33,0.22,0.36,0.53,1.01,0.79,0.5722,0.560833333,0.56712,Walking
3,0.01,0.48,1.19,0.35,0.02,0.9,0.6084,0.617275,0.598483333,Walking
3,0.01,0.26,0.37,0.21,0.12,0.26,0.7058,0.677466667,0.605666667,Walking
3,0.04,0.32,1.28,0.36,0.37,0.41,0.64905,0.57235,0.58006,Walking
3,0.3,0.28,0.48,0.32,0.99,1.23,0.5645,0.585466667,0.60704,Walking
20,0.62,1.05,1.68,0.38,4.21,0.35,0.663675,0.692646875,0.663247917,notraining
20,0.56,0.75,1.51,0.63,1.26,0.81,0.7426,0.687558333,0.6852,notraining
20,1,0.56,2.92,0.79,1.45,1.98,0.7316375,0.7269375,0.705585,notraining
20,1.71,0.38,0.78,0.41,1.64,0.36,0.6968875,0.697741667,0.709485,notraining
20,1.49,0.37,1.24,0.45,0.92,0.49,0.6285,0.702325,0.688904167,notraining
20,0.35,0.47,0.81,0.52,1.07,0.53,0.785175,0.721025,0.697633333,notraining
20,0.86,0.5,0.79,0.51,1.31,0.44,0.7130125,0.70088125,0.680945,notraining
20,1.2,0.52,0.93,0.79,0.63,0.53,0.6978375,0.708166667,0.70599,notraining
20,1.31,0.29,4.36,0.38,1.68,0.49,0.677425,0.7288375,0.704725,notraining
20,0.27,0.52,0.69,0.51,2.46,0.41,0.7426,0.732333333,0.698016667,notraining
20,0.87,0.5,1.54,0.49,1.18,0.45,0.732725,0.709475,0.677265,notraining
20,1.45,0.45,0.8,0.3,1.07,0.5,0.6807875,0.694675,0.70346,notraining
